,Actual,RW_pred,MLP_pred_[4],LSTM_pred_[4],RW_res,MLP_res_[4],LSTM_res_[4]
0,9.217812386814884,9.184406989949679,8.659419140323173,8.577391469326047,-0.033405396865205716,-0.5583932464917112,-0.6404209174888376
1,9.22197245620589,9.184406989949679,8.206906812261407,8.572592888666332,-0.037565466256211266,-1.0150656439444834,-0.6493795675395582
2,9.213535262872702,9.184406989949679,8.4396629134819,8.459706983858853,-0.02912827292302289,-0.7738723493908015,-0.7538282790138489
3,9.201804040953895,9.184406989949679,8.49874934772418,8.403094707320948,-0.017397051004216735,-0.7030546932297153,-0.7987093336329476
4,9.229750765496005,9.184406989949679,8.646651406163413,8.636349540563735,-0.045343775546326626,-0.5830993593325928,-0.5934012249322702
5,9.257510176452573,9.184406989949679,8.546027026144053,8.646086507330779,-0.0731031865028946,-0.7114831503085206,-0.6114236691217947
6,9.272563715156315,9.184406989949679,8.50484819746496,8.688587341314738,-0.08815672520663576,-0.7677155176913537,-0.5839763738415762
7,9.30782999325344,9.184406989949679,8.325125295890432,8.781776651593308,-0.12342300330376155,-0.9827046973630083,-0.5260533416601323
8,9.388570235866881,9.184406989949679,8.709127476387744,8.380301882696841,-0.20416324591720247,-0.6794427594791372,-1.00826835317004
9,9.44200749423127,9.184406989949679,8.420011249318048,8.65169893727258,-0.25760050428159076,-1.0219962449132218,-0.7903085569586903
10,9.530102337891375,9.184406989949679,8.806902334661034,8.548993302779259,-0.345695347941696,-0.7232000032303407,-0.9811090351121159
11,9.62483129129166,9.184406989949679,8.509529498606154,8.56091658243531,-0.44042430134198085,-1.1153017926855053,-1.06391470885635
12,9.71902370267014,9.184406989949679,8.383997515670995,8.51376446163342,-0.534616712720462,-1.335026186999146,-1.205259241036721
13,9.798127036878302,9.184406989949679,8.413426012912772,8.52749537116562,-0.6137200469286235,-1.3847010239655297,-1.270631665712683
14,9.852720435482475,9.184406989949679,8.66470685228743,8.565147193799882,-0.6683134455327959,-1.188013583195044,-1.2875732416825922
15,9.807141836749443,9.184406989949679,8.43754418390257,8.261097272540367,-0.622734846799764,-1.3695976528468723,-1.546044564209076
16,9.724121623567806,9.184406989949679,8.757980986854013,8.489259597368408,-0.5397146336181269,-0.9661406367137921,-1.2348620261993979
17,9.721245992542345,9.184406989949679,8.510334572771466,8.50696386762661,-0.5368390025926661,-1.2109114197708788,-1.2142821249157354
18,9.883794919190391,9.184406989949679,8.028915259450377,8.632874108348707,-0.6993879292407126,-1.8548796597400141,-1.2509208108416843
19,9.994287576862567,9.184406989949679,8.603668918224258,8.672723564821874,-0.8098805869128878,-1.3906186586383082,-1.3215640120406924
20,10.08159189604006,9.994287576862567,8.854242460545024,8.464186794181533,-0.08730431917749293,-1.2273494354950358,-1.6174051018585267
21,10.109484945015367,9.994287576862567,8.413460461734948,8.953255775512941,-0.1151973681528009,-1.6960244832804197,-1.156229169502426
22,10.070949246423059,9.994287576862567,8.85699244629063,8.906763671612483,-0.07666166956049203,-1.2139568001324292,-1.1641855748105758
23,10.117913213230615,9.994287576862567,8.442629038250704,8.64543601107209,-0.12362563636804857,-1.675284174979911,-1.472477202158526
24,10.183502809926877,9.994287576862567,8.602421504173178,8.364373041115348,-0.18921523306430998,-1.581081305753699,-1.8191297688115284
25,10.225643512847986,9.994287576862567,8.317629744665117,8.460193538956991,-0.2313559359854196,-1.9080137681828688,-1.7654499738909948
26,10.250051552724132,9.994287576862567,8.542322645665198,8.550499695984675,-0.25576397586156574,-1.707728907058934,-1.6995518567394576
27,10.269033036643048,9.994287576862567,8.745290787395012,8.714428309609053,-0.2747454597804815,-1.523742249248036,-1.554604727033995
28,10.241351677174485,9.994287576862567,8.595453155778547,8.269710494208523,-0.24706410031191872,-1.6458985213959387,-1.9716411829659624
29,10.116136224757685,9.994287576862567,8.743133511361886,8.78185577674947,-0.12184864789511884,-1.373002713395799,-1.334280448008215
30,10.044379291233609,9.994287576862567,8.863740881091694,8.709914729721191,-0.05009171437104243,-1.1806384101419152,-1.3344645615124175
31,10.097243486955746,9.994287576862567,8.697241848554325,9.01501885783515,-0.10295591009317917,-1.4000016384014202,-1.0822246291205957
32,10.130105062661839,9.994287576862567,7.942033805737352,8.366361099320788,-0.13581748579927222,-2.188071256924487,-1.7637439633410512
33,10.230450432489334,9.994287576862567,9.07772291542317,8.267477704678376,-0.23616285562676786,-1.1527275170661646,-1.9629727278109588
34,10.271181562957294,9.994287576862567,8.576514730786679,8.631125689801728,-0.27689398609472704,-1.6946668321706149,-1.640055873155566
35,10.273290940090206,9.994287576862567,9.002012025213556,8.471705382159284,-0.2790033632276394,-1.2712789148766497,-1.8015855579309221
36,10.262908722142885,9.994287576862567,8.864843420118575,8.644861768313978,-0.2686211452803189,-1.3980653020243103,-1.618046953828907
37,10.244485248089557,9.994287576862567,8.53545900225108,8.971617892363643,-0.25019767122699044,-1.7090262458384764,-1.2728673557259143
38,10.21993928098399,9.994287576862567,8.8166212099979,8.495200379036548,-0.22565170412142344,-1.4033180709860904,-1.7247389019474415
39,10.188704088048116,9.994287576862567,8.92123085154669,8.50779909417555,-0.19441651118554937,-1.2674732365014254,-1.6809049938725664
